date,1. open,2. high,3. low,4. close,5. volume
2024-09-16 04:40:00,560.588,560.6578,560.578,560.6279,147.0
2024-09-16 04:39:00,560.6678,560.6777,560.598,560.598,151.0
2024-09-16 04:38:00,560.598,560.6179,560.5681,560.588,38.0
2024-09-16 04:37:00,560.6279,560.6379,560.5282,560.5481,969.0
2024-09-16 04:36:00,560.598,560.6478,560.5481,560.5481,228.0
2024-09-16 04:35:00,560.598,560.598,560.598,560.598,100.0
2024-09-16 04:34:00,560.7475,560.7475,560.6279,560.6279,167.0
2024-09-16 04:33:00,560.8073,560.8073,560.7575,560.7874,65.0
2024-09-16 04:32:00,560.7774,560.7874,560.7475,560.7675,293.0
2024-09-16 04:31:00,560.7774,560.7974,560.7774,560.7974,7.0
2024-09-16 04:30:00,560.7575,560.8173,560.7475,560.7874,217.0
2024-09-16 04:29:00,560.8671,560.8671,560.7276,560.7974,106.0
2024-09-16 04:28:00,560.8971,560.8971,560.8472,560.8472,112.0
2024-09-16 04:27:00,560.8472,560.8771,560.8472,560.8771,179.0
2024-09-16 04:26:00,560.8173,560.8173,560.8173,560.8173,4.0
2024-09-16 04:25:00,560.8771,560.8771,560.8173,560.8173,245.0
2024-09-16 04:24:00,560.8472,560.8671,560.7874,560.8671,311.0
2024-09-16 04:23:00,560.7575,560.8173,560.7375,560.8173,422.0
2024-09-16 04:22:00,560.7276,560.8273,560.7276,560.7675,350.0
2024-09-16 04:21:00,560.7475,560.7575,560.7076,560.7076,7.0
2024-09-16 04:20:00,560.6977,560.7774,560.6777,560.6977,109.0
2024-09-16 04:19:00,560.6777,560.7276,560.6578,560.6777,94.0
2024-09-16 04:18:00,560.7076,560.7475,560.6777,560.7375,285.0
2024-09-16 04:17:00,560.6678,560.6877,560.6478,560.6678,318.0
2024-09-16 04:16:00,560.6079,560.6977,560.6079,560.6977,16.0
2024-09-16 04:15:00,560.6578,560.6777,560.6179,560.6179,167.0
2024-09-16 04:14:00,560.7076,560.7675,560.6379,560.6877,384.0
2024-09-16 04:13:00,560.7076,560.7375,560.578,560.7375,1290.0
2024-09-16 04:12:00,560.6379,560.7375,560.6379,560.7375,303.0
2024-09-16 04:11:00,560.7176,560.7176,560.6379,560.6678,506.0
2024-09-16 04:10:00,560.6678,560.7774,560.6678,560.7176,652.0
2024-09-16 04:09:00,560.7874,560.8273,560.6279,560.6279,59.0
2024-09-16 04:08:00,560.7276,560.7774,560.7176,560.7774,340.0
2024-09-16 04:07:00,560.8273,560.8372,560.7276,560.7276,133.0
2024-09-16 04:06:00,560.7974,560.7974,560.7076,560.7974,335.0
2024-09-16 04:05:00,560.8273,560.8572,560.7375,560.7974,445.0
2024-09-16 04:04:00,560.6578,560.8273,560.6478,560.7874,5385.0
2024-09-16 04:03:00,560.588,560.6478,560.4684,560.6478,912.0
2024-09-16 04:02:00,560.4484,560.6179,560.4086,560.598,1065.0
2024-09-16 04:01:00,560.4385,560.5382,560.4285,560.4783,1307.0
2024-09-16 04:00:00,559.8802,560.6379,559.3418,560.3587,655.0
2024-09-13 20:00:00,560.2889,560.2889,560.2889,560.2889,1333678.0
2024-09-13 19:59:00,559.8622,559.93,559.8303,559.93,885.0
2024-09-13 19:58:00,559.7805,559.8702,559.7805,559.8702,1430.0
2024-09-13 19:57:00,559.8403,559.8503,559.7406,559.8503,562.0
2024-09-13 19:56:00,559.8104,559.8847,559.767,559.8253,154.0
2024-09-13 19:55:00,559.8503,559.8901,559.7905,559.8901,56.0
2024-09-13 19:54:00,559.8253,559.8702,559.8104,559.8104,81.0
2024-09-13 19:53:00,559.8702,559.8702,559.7905,559.8253,52.0
2024-09-13 19:52:00,559.8004,559.8253,559.7606,559.8253,38.0
2024-09-13 19:51:00,559.8154,559.8204,559.8154,559.8204,47.0
2024-09-13 19:50:00,560.0063,560.0063,559.7905,559.8104,28.0
2024-09-13 19:49:00,559.8752,559.8901,559.7905,559.8004,444.0
2024-09-13 19:48:00,559.9799,559.9799,559.7506,559.9201,246.0
2024-09-13 19:47:00,559.93,559.93,559.8802,559.8802,6.0
2024-09-13 19:46:00,559.8802,559.9898,559.8702,559.8702,199.0
2024-09-13 19:45:00,559.8802,559.8802,559.8702,559.8702,3.0
2024-09-13 19:44:00,559.7306,560.0297,559.7306,560.0297,2337.0
2024-09-13 19:43:00,559.9101,559.93,559.7306,559.7306,3794.0
2024-09-13 19:42:00,559.93,559.93,559.8816,559.9101,36.0
2024-09-13 19:41:00,559.9001,559.9799,559.8802,559.9799,26.0
2024-09-13 19:40:00,559.9549,560.0297,559.8802,559.9001,40.0
2024-09-13 19:39:00,559.93,559.93,559.8802,559.8802,68.0
2024-09-13 19:38:00,559.93,559.93,559.8802,559.93,67.0
2024-09-13 19:37:00,559.8802,559.9549,559.8802,559.9549,42.0
2024-09-13 19:36:00,559.8802,559.9799,559.8802,559.9549,378.0
2024-09-13 19:35:00,559.93,559.9898,559.93,559.9898,45.0
2024-09-13 19:34:00,559.9051,560.0125,559.8802,560.0125,583.0
2024-09-13 19:33:00,559.8802,559.93,559.8802,559.9201,616.0
2024-09-13 19:32:00,559.8802,559.93,559.8802,559.93,109.0
2024-09-13 19:31:00,559.8802,559.9549,559.8802,559.9549,50.0
2024-09-13 19:30:00,559.93,560.0198,559.8802,559.8802,699.0
2024-09-13 19:29:00,559.93,560.0098,559.8971,559.9599,37.0
2024-09-13 19:28:00,560.0297,560.0297,559.8802,559.8802,17.0
2024-09-13 19:27:00,559.8802,560.0098,559.8802,559.9549,26.0
2024-09-13 19:26:00,559.9699,560.0297,559.8802,559.93,61.0
2024-09-13 19:25:00,559.9549,560.0297,559.8802,559.9549,7.0
2024-09-13 19:24:00,559.94,559.9549,559.9001,559.9549,40.0
2024-09-13 19:23:00,559.9549,559.9549,559.9549,559.9549,2.0
2024-09-13 19:22:00,559.95,560.0397,559.9001,560.0297,1106.0
2024-09-13 19:21:00,560.0347,560.0347,559.8702,559.95,503.0
2024-09-13 19:20:00,560.0347,560.1793,560.0297,560.0297,450.0
2024-09-13 19:19:00,560.0297,560.0347,560.0297,560.0297,17.0
2024-09-13 19:18:00,560.0347,560.0397,560.0302,560.0397,8.0
2024-09-13 19:17:00,560.0297,560.0302,560.0297,560.0297,105.0
2024-09-13 19:16:00,560.0297,560.0302,560.0297,560.0302,909.0
2024-09-13 19:15:00,560.0347,560.0397,560.0347,560.0397,3.0
2024-09-13 19:14:00,560.0347,560.0347,560.0297,560.0297,50.0
2024-09-13 19:13:00,560.0397,560.0397,560.0297,560.0302,472.0
2024-09-13 19:12:00,560.0347,560.0347,560.0297,560.0347,719.0
2024-09-13 19:11:00,560.0347,560.0397,560.0297,560.0397,391.0
2024-09-13 19:10:00,560.0347,560.0397,560.0297,560.0297,1164.0
2024-09-13 19:09:00,560.0397,560.0696,560.0347,560.0347,123.0
2024-09-13 19:08:00,560.0297,560.0347,559.9549,560.0297,9814.0
2024-09-13 19:07:00,559.9794,560.0297,559.9699,560.0297,813.0
2024-09-13 19:06:00,559.9693,559.9799,559.9693,559.9799,387.0
2024-09-13 19:05:00,559.9699,559.9699,559.9001,559.9151,45.0
2024-09-13 19:04:00,559.93,560.0098,559.9151,559.9151,84.0
2024-09-13 19:03:00,559.8602,559.945,559.8602,559.8702,13.0
2024-09-13 19:01:00,559.9001,559.945,559.8702,559.945,27.0
2024-09-13 19:00:00,559.945,560.0297,559.8802,560.0297,20.0
2024-09-13 18:59:00,559.945,559.945,559.9201,559.9201,39.0
2024-09-13 18:58:00,559.945,559.945,559.945,559.945,2.0
2024-09-13 18:57:00,559.9201,559.9799,559.8602,559.945,151.0
2024-09-13 18:56:00,559.9019,559.9799,559.8702,559.8702,89.0
2024-09-13 18:55:00,559.9201,559.9799,559.9201,559.9201,223.0
2024-09-13 18:54:00,559.925,559.925,559.8602,559.8602,21.0
2024-09-13 18:53:00,559.93,559.93,559.9201,559.9201,11.0
2024-09-13 18:52:00,559.9201,559.9799,559.8602,559.8602,98.0
2024-09-13 18:51:00,559.8901,559.9699,559.8802,559.9699,157.0
2024-09-13 18:50:00,559.93,559.9799,559.8702,559.8702,63.0
2024-09-13 18:49:00,559.925,559.9799,559.8702,559.925,27.0
2024-09-13 18:48:00,559.925,559.9799,559.9051,559.925,11.0
2024-09-13 18:47:00,559.9001,559.9799,559.9001,559.925,61.0
2024-09-13 18:46:00,559.8602,559.93,559.8602,559.9001,105.0
2024-09-13 18:45:00,559.9001,559.9001,559.9001,559.9001,1.0
2024-09-13 18:44:00,559.93,559.93,559.8742,559.8951,241.0
2024-09-13 18:43:00,559.8951,559.93,559.8602,559.8951,17.0
2024-09-13 18:42:00,559.8951,559.93,559.8951,559.93,468.0
2024-09-13 18:41:00,559.93,559.93,559.8802,559.8951,94.0
2024-09-13 18:40:00,559.8951,559.93,559.8602,559.8602,31.0
2024-09-13 18:39:00,559.8602,559.93,559.8602,559.8602,280.0
2024-09-13 18:38:00,559.9101,559.9201,559.8802,559.9101,2019.0
2024-09-13 18:37:00,559.9201,559.93,559.9051,559.9051,54.0
2024-09-13 18:36:00,559.925,559.95,559.8951,559.93,186.0
2024-09-13 18:35:00,559.94,559.95,559.9061,559.925,378.0
2024-09-13 18:34:00,559.93,559.9599,559.93,559.9599,109.0
2024-09-13 18:33:00,559.9898,559.9898,559.93,559.9599,855.0
2024-09-13 18:32:00,560.0497,560.0497,559.8802,559.9998,850.0
2024-09-13 18:31:00,560.0796,560.0796,560.0746,560.0746,11.0
2024-09-13 18:30:00,560.2889,560.2889,560.0297,560.0596,1333783.0
2024-09-13 18:29:00,560.1194,560.1194,560.0646,560.0646,51.0
2024-09-13 18:28:00,560.1045,560.1045,560.0646,560.0646,414.0
2024-09-13 18:27:00,560.0796,560.0895,559.9998,560.0895,6525.0
2024-09-13 18:26:00,559.9699,560.0596,559.9699,560.0596,318.0
2024-09-13 18:25:00,560.0696,560.0696,559.93,559.9699,410.0
2024-09-13 18:24:00,559.9998,560.0696,559.9749,559.9749,8.0
2024-09-13 18:23:00,559.9998,560.0696,559.9749,559.9749,8.0
2024-09-13 18:22:00,560.0546,560.0796,559.9749,559.9749,36.0
2024-09-13 18:21:00,560.0746,560.0796,560.0696,560.0796,15.0
2024-09-13 18:20:00,560.0746,560.1194,560.0746,560.1194,82.0
2024-09-13 18:19:00,560.0546,560.1294,559.9998,560.0995,60.0
2024-09-13 18:18:00,560.0397,560.1294,560.0347,560.1294,3207.0
2024-09-13 18:17:00,560.0297,560.0397,560.0297,560.0397,405.0
2024-09-13 18:16:00,559.9001,560.0297,559.9001,560.0297,12.0
2024-09-13 18:15:00,559.93,560.0347,559.8602,560.0297,5228.0
2024-09-13 18:14:00,560.0297,560.0297,559.93,560.0297,10544.0
2024-09-13 18:13:00,559.9799,560.0347,559.9799,560.0297,6334.0
2024-09-13 18:12:00,559.8901,559.9799,559.8901,559.9799,4194.0
2024-09-13 18:11:00,559.9051,559.9799,559.9051,559.9799,4.0
2024-09-13 18:10:00,559.8375,559.9799,559.8375,559.9799,83.0
2024-09-13 18:09:00,559.9201,559.9201,559.8901,559.8901,113.0
2024-09-13 18:08:00,560.0098,560.0098,559.9001,559.9201,79.0
2024-09-13 18:07:00,560.0297,560.0297,559.9201,559.9201,2500.0
2024-09-13 18:06:00,559.9699,560.0397,559.9699,560.0297,52.0
2024-09-13 18:05:00,559.9001,560.0397,559.9001,559.9799,230.0
2024-09-13 18:04:00,560.0297,560.0297,559.93,559.935,191.0
2024-09-13 18:03:00,559.93,560.0347,559.93,560.0297,2428.0
2024-09-13 18:02:00,559.9001,559.9201,559.8204,559.8403,127.0
2024-09-13 18:01:00,559.9898,559.9898,559.8004,559.9151,53.0
2024-09-13 18:00:00,560.0297,560.0397,560.0297,560.0297,2908.0
2024-09-13 17:59:00,559.9948,560.0302,559.9201,560.0297,1483.0
2024-09-13 17:58:00,559.9799,560.0098,559.9799,559.9998,254.0
2024-09-13 17:57:00,559.8104,559.9799,559.7905,559.8503,678.0
2024-09-13 17:56:00,559.8852,559.9799,559.8852,559.8852,3.0
2024-09-13 17:55:00,559.8104,559.9799,559.8104,559.8901,163.0
2024-09-13 17:54:00,559.8453,559.8802,559.8104,559.8104,8.0
2024-09-13 17:53:00,559.7905,559.8802,559.7905,559.8802,448.0
2024-09-13 17:52:00,559.8353,559.8635,559.7905,559.8403,26.0
2024-09-13 17:51:00,559.8353,559.8353,559.7905,559.8353,19.0
2024-09-13 17:50:00,559.8802,559.8802,559.7905,559.7905,151.0
2024-09-13 17:49:00,559.7923,559.8802,559.7905,559.7905,13.0
2024-09-13 17:48:00,559.8802,559.8802,559.8353,559.8353,70.0
2024-09-13 17:47:00,559.8802,559.8802,559.7905,559.8353,523.0
2024-09-13 17:46:00,559.8353,559.8802,559.7905,559.8353,100.0
2024-09-13 17:45:00,559.8602,559.8602,559.7954,559.8353,24.0
2024-09-13 17:44:00,559.8303,559.8602,559.7905,559.7905,73.0
2024-09-13 17:43:00,559.8403,559.8802,559.7905,559.8553,908.0
2024-09-13 17:42:00,559.8594,559.8602,559.8303,559.8303,317.0
2024-09-13 17:41:00,559.8553,559.8602,559.8553,559.8601,10.0
2024-09-13 17:40:00,559.8553,559.8602,559.8403,559.8403,25.0
2024-09-13 17:39:00,559.8553,559.8777,559.8303,559.8553,123.0
2024-09-13 17:38:00,559.8553,559.8602,559.8303,559.8553,591.0
2024-09-13 17:37:00,559.8602,560.2125,559.8353,559.8403,446791.0
2024-09-13 17:36:00,559.8901,559.8901,559.8403,559.8403,971.0
2024-09-13 17:35:00,559.8802,559.935,559.8403,559.935,31.0
2024-09-13 17:34:00,559.9599,559.9699,559.8403,559.8403,194.0
2024-09-13 17:33:00,559.9799,559.9799,559.8403,559.9599,72.0
2024-09-13 17:32:00,559.9799,559.9898,559.9001,559.9201,81.0
2024-09-13 17:31:00,559.9201,559.9799,559.9201,559.9799,20.0
2024-09-13 17:30:00,559.94,559.9998,559.8901,559.9998,291.0
2024-09-13 17:29:00,559.95,559.9898,559.9026,559.94,20.0
2024-09-13 17:28:00,559.95,559.95,559.8901,559.95,505.0
2024-09-13 17:27:00,560.0098,560.0098,559.9301,559.9301,461.0
2024-09-13 17:26:00,559.93,560.0098,559.93,559.9408,422.0
2024-09-13 17:25:00,559.925,559.9998,559.8702,559.93,36.0
2024-09-13 17:24:00,559.94,559.9799,559.8702,559.925,15.0
2024-09-13 17:23:00,559.935,560.0098,559.8503,559.8602,3532.0
2024-09-13 17:22:00,560.0198,560.0198,559.8901,559.9799,360.0
2024-09-13 17:21:00,560.0198,560.0297,559.9818,560.0148,17.0
2024-09-13 17:20:00,560.0198,560.0596,560.0098,560.0198,10.0
2024-09-13 17:19:00,560.0098,560.0297,559.9799,560.0297,307.0
2024-09-13 17:18:00,560.0048,560.0098,559.9799,560.0048,11.0
2024-09-13 17:17:00,560.0297,560.0297,559.9799,560.0048,100.0
2024-09-13 17:16:00,560.0048,560.0098,559.9799,560.0048,23.0
2024-09-13 17:15:00,559.9898,560.0447,559.9699,560.0048,1659.0
2024-09-13 17:14:00,560.0198,560.0497,559.9839,560.0198,159.0
2024-09-13 17:13:00,560.0297,560.0297,559.9799,559.9799,346.0
2024-09-13 17:12:00,559.8901,560.0571,559.8901,560.0297,319.0
2024-09-13 17:11:00,559.9799,560.0297,559.93,559.9549,18.0
2024-09-13 17:10:00,559.925,560.0895,559.8802,560.0048,232.0
2024-09-13 17:09:00,559.9051,559.9699,559.8541,559.925,376.0
2024-09-13 17:08:00,559.94,559.94,559.9101,559.9101,77.0
2024-09-13 17:07:00,559.925,559.9699,559.9101,559.9101,123.0
2024-09-13 17:06:00,559.925,559.9699,559.9123,559.925,153.0
2024-09-13 17:05:00,559.9898,559.9898,559.8602,559.9101,193.0
2024-09-13 17:04:00,559.94,559.9898,559.8503,559.8602,105.0
2024-09-13 17:03:00,559.935,560.0155,559.8587,559.9599,150.0
2024-09-13 17:02:00,559.93,560.0155,559.8403,560.0155,142.0
2024-09-13 17:01:00,559.8602,560.0198,559.8602,560.0198,23.0
2024-09-13 17:00:00,559.93,560.0198,559.8403,559.93,146.0
2024-09-13 16:59:00,559.93,559.9599,559.8553,559.8553,187.0
2024-09-13 16:58:00,559.9101,559.9574,559.8901,559.9574,13345.0
2024-09-13 16:57:00,559.8901,559.94,559.8901,559.93,4189.0
2024-09-13 16:56:00,559.8802,559.9201,559.8602,559.8852,2573.0
2024-09-13 16:55:00,559.95,559.95,559.8403,559.8802,2283.0
2024-09-13 16:54:00,559.9101,559.935,559.8901,559.9201,416.0
2024-09-13 16:53:00,559.9201,559.9599,559.9101,559.93,1680.0
2024-09-13 16:52:00,559.935,559.94,559.9001,559.9001,646.0
2024-09-13 16:51:00,559.9699,559.9699,559.92,559.94,837.0
2024-09-13 16:50:00,559.9201,559.9699,559.8901,559.9599,3313.0
2024-09-13 16:49:00,559.8602,559.93,559.8204,559.93,1973.0
2024-09-13 16:48:00,559.8702,559.8802,559.8503,559.8602,2721.0
2024-09-13 16:47:00,559.9799,559.9799,559.8602,559.8602,5243.0
2024-09-13 16:46:00,560.0098,560.0098,559.93,559.9699,1103.0
2024-09-13 16:45:00,560.0497,560.0497,559.9998,559.9998,545.0
2024-09-13 16:44:00,560.0995,560.1045,560.0098,560.0297,1123.0
2024-09-13 16:43:00,560.1394,560.2889,560.1095,560.1095,2137.0
2024-09-13 16:42:00,560.1194,560.1394,560.0995,560.1344,93.0
2024-09-13 16:41:00,560.1394,560.1394,560.1112,560.1194,148.0
2024-09-13 16:40:00,560.0995,560.1394,560.0796,560.1015,3003.0
2024-09-13 16:39:00,560.1693,560.1693,560.0995,560.0995,226.0
2024-09-13 16:38:00,560.1693,560.1693,560.1494,560.1543,926.0
2024-09-13 16:37:00,560.1543,560.1992,560.1494,560.1543,185.0
2024-09-13 16:36:00,560.1344,560.1593,557.2072,560.1543,130031.0
2024-09-13 16:35:00,560.1194,560.1494,560.1194,560.1494,4263.0
2024-09-13 16:34:00,560.1999,560.2889,560.1095,560.1095,4230.0
2024-09-13 16:33:00,560.2191,560.249,560.1992,560.2092,864.0
2024-09-13 16:32:00,560.1688,560.2291,560.1593,560.2092,603.0
2024-09-13 16:31:00,560.1992,560.1992,560.1593,560.1693,4741.0
2024-09-13 16:30:00,560.2391,560.2391,560.1494,560.1494,12671.0
2024-09-13 16:29:00,560.269,560.2989,560.2291,560.2341,8639.0
2024-09-13 16:28:00,560.3487,560.3786,560.2291,560.2391,11017.0
2024-09-13 16:27:00,560.3188,560.3782,560.2889,560.3397,5376.0
2024-09-13 16:26:00,560.3288,560.3886,560.2939,560.3089,10890.0
2024-09-13 16:25:00,560.249,560.3388,560.249,560.3089,10682.0
2024-09-13 16:24:00,560.1693,560.259,560.1693,560.2391,4542.0
2024-09-13 16:23:00,560.1643,560.1793,560.1494,560.1693,4811.0
2024-09-13 16:22:00,560.1593,560.2889,560.1494,560.1593,66248.0
2024-09-13 16:21:00,560.1693,560.1892,560.1494,560.1693,14550.0
2024-09-13 16:20:00,560.1842,560.1992,560.1494,560.1693,10159.0
2024-09-13 16:19:00,560.1494,560.2092,560.1494,560.1892,5701.0
2024-09-13 16:18:00,560.1095,560.1593,560.1095,560.1294,2020.0
2024-09-13 16:17:00,559.9898,560.1294,559.9898,560.1194,8006.0
2024-09-13 16:16:00,559.9849,559.9998,559.9201,559.9898,51041.0
2024-09-13 16:15:00,560.0397,560.2889,559.9599,559.9799,54311.0
2024-09-13 16:14:00,559.9001,560.0796,557.2072,560.0696,139573.0
2024-09-13 16:13:00,559.8901,559.9101,559.8104,559.8901,1044518.0
2024-09-13 16:12:00,559.9799,559.9998,559.8901,559.9001,33968.0
2024-09-13 16:11:00,560.1095,560.1194,559.9799,559.9998,11044.0
2024-09-13 16:10:00,560.2889,560.2889,560.0696,560.1194,3218227.0
2024-09-13 16:09:00,560.1693,560.1793,560.0596,560.1294,109543.0
2024-09-13 16:08:00,560.1394,560.1793,557.2072,560.1793,161073.0
2024-09-13 16:07:00,560.1494,560.1793,560.1095,560.1394,41465.0
2024-09-13 16:06:00,560.1095,560.1593,560.1095,560.1294,14158.0
2024-09-13 16:05:00,559.9001,560.1593,557.2072,560.1194,184249.0
2024-09-13 16:04:00,559.94,559.95,559.8702,559.9001,33859.0
2024-09-13 16:03:00,559.8702,560.2889,559.7705,559.9599,43977.0
2024-09-13 16:02:00,560.0696,560.0696,559.8104,559.9001,82141.0
2024-09-13 16:01:00,560.1194,560.1793,557.2072,560.0596,325179.0
2024-09-13 16:00:00,560.2291,560.2989,560.0397,560.1693,2989959.0
2024-09-13 15:59:00,560.2989,560.3288,560.0696,560.2191,921019.0
2024-09-13 15:58:00,560.3487,560.4385,560.2441,560.3089,640005.0
2024-09-13 15:57:00,560.3388,560.3687,560.0499,560.3537,309341.0
2024-09-13 15:56:00,560.4584,560.4783,560.2989,560.3388,271563.0
2024-09-13 15:55:00,560.4484,560.6179,560.2291,560.4534,675462.0
2024-09-13 15:54:00,560.3487,560.4634,560.2241,560.4484,206039.0
2024-09-13 15:53:00,560.3886,560.4385,560.3388,560.3537,140891.0
2024-09-13 15:52:00,560.2889,560.4584,560.259,560.4086,211879.0
2024-09-13 15:51:00,560.249,560.3487,560.2092,560.269,251708.0
2024-09-13 15:50:00,560.0995,560.279,559.9998,560.2689,368161.0
2024-09-13 15:49:00,560.279,560.3288,560.0397,560.1095,117643.0
2024-09-13 15:48:00,560.269,560.3288,560.122,560.2888,98498.0
2024-09-13 15:47:00,560.3288,560.3537,560.1294,560.264,80218.0
2024-09-13 15:46:00,560.2291,560.3487,560.1992,560.3487,236974.0
2024-09-13 15:45:00,560.1194,560.269,560.0796,560.2489,138951.0
2024-09-13 15:44:00,560.0497,560.1394,559.9799,560.1394,86389.0
2024-09-13 15:43:00,560.0098,560.0696,559.95,560.0397,56941.0
2024-09-13 15:42:00,559.9998,560.0595,559.9599,560.0198,70453.0
2024-09-13 15:41:00,560.0696,560.0796,559.9201,559.9998,75583.0
2024-09-13 15:40:00,559.9151,560.0895,559.9101,560.0696,76542.0
2024-09-13 15:39:00,559.7306,559.9898,559.5412,559.93,79024.0
2024-09-13 15:38:00,559.9201,559.95,559.7217,559.7306,68630.0
2024-09-13 15:37:00,559.9201,560.0297,559.9101,559.93,53158.0
2024-09-13 15:36:00,559.9998,560.0396,559.9001,559.9101,65414.0
2024-09-13 15:35:00,560.1244,560.1494,560.0098,560.0098,67905.0
2024-09-13 15:34:00,560.0995,560.1401,560.0796,560.1194,79829.0
2024-09-13 15:33:00,560.0696,560.2291,560.0596,560.0796,64661.0
2024-09-13 15:32:00,560.1095,560.1244,559.9998,560.0746,53983.0
2024-09-13 15:31:00,560.0995,560.1692,559.9998,560.1194,74439.0
2024-09-13 15:30:00,560.0796,560.1852,559.9898,560.0796,219699.0
2024-09-13 15:29:00,559.9948,560.0995,559.9898,560.0796,54834.0
2024-09-13 15:28:00,559.8104,560.0198,559.7905,559.9998,54288.0
2024-09-13 15:27:00,560.0546,560.0796,559.7605,559.8104,73401.0
2024-09-13 15:26:00,560.2201,560.2291,560.0496,560.0497,62552.0
2024-09-13 15:25:00,560.0329,560.249,560.0198,560.2239,59556.0
2024-09-13 15:24:00,559.95,560.0596,559.9001,560.0234,185505.0
2024-09-13 15:23:00,559.9001,560.0247,559.8803,559.9599,67287.0
2024-09-13 15:22:00,559.8104,559.9399,559.8104,559.8802,300164.0
2024-09-13 15:21:00,559.9649,559.9649,559.7406,559.8104,48436.0
2024-09-13 15:20:00,559.9201,559.9998,559.8503,559.9699,51992.0
2024-09-13 15:19:00,559.9699,560.0198,559.8901,559.9201,77625.0
2024-09-13 15:18:00,559.8602,560.0995,559.8602,559.9799,69731.0
2024-09-13 15:17:00,559.8303,559.95,559.8104,559.8752,60672.0
2024-09-13 15:16:00,559.7406,559.9001,559.7207,559.8204,71802.0
2024-09-13 15:15:00,559.6409,559.8204,559.5612,559.7605,87738.0
2024-09-13 15:14:00,559.5911,559.7107,559.5811,559.6509,38089.0
2024-09-13 15:13:00,559.5512,559.6808,559.4964,559.611,56016.0
2024-09-13 15:12:00,559.5063,559.6509,559.4814,559.5811,54051.0
2024-09-13 15:11:00,559.5213,559.5612,559.3917,559.4919,55698.0
2024-09-13 15:10:00,559.5711,559.621,559.5113,559.5114,49340.0
2024-09-13 15:09:00,559.6309,559.7007,559.5313,559.5811,55571.0
2024-09-13 15:08:00,559.7007,559.7306,559.5711,559.6409,32984.0
2024-09-13 15:07:00,559.6309,559.7096,559.5911,559.7096,55686.0
2024-09-13 15:06:00,559.7007,559.7605,559.5213,559.6011,33008.0
2024-09-13 15:05:00,559.4714,559.7207,559.4714,559.6909,83966.0
2024-09-13 15:04:00,559.4216,559.5113,559.3418,559.4694,80545.0
2024-09-13 15:03:00,559.5113,559.5213,559.3518,559.4515,37937.0
2024-09-13 15:02:00,559.3618,559.5612,559.302,559.5313,54915.0
2024-09-13 15:01:00,559.5213,559.5213,559.3319,559.3518,60542.0
2024-09-13 15:00:00,559.7107,559.7107,559.4515,559.5014,36106.0
2024-09-13 14:59:00,559.5612,559.7456,559.5612,559.7207,48065.0
2024-09-13 14:58:00,559.5818,559.6409,559.5113,559.5612,40425.0
2024-09-13 14:57:00,559.6509,559.7306,559.5961,559.601,28326.0
2024-09-13 14:56:00,559.5412,559.7406,559.4914,559.6509,48523.0
2024-09-13 14:55:00,559.5811,559.5811,559.4914,559.5246,19595.0
2024-09-13 14:54:00,559.5313,559.7406,559.5113,559.601,54321.0
2024-09-13 14:53:00,559.4914,559.601,559.4914,559.5213,63962.0
2024-09-13 14:52:00,559.5213,559.5961,559.3917,559.4814,44077.0
2024-09-13 14:51:00,559.4864,559.6308,559.4864,559.5295,60632.0
2024-09-13 14:50:00,559.6708,559.6808,559.4216,559.4723,60138.0
2024-09-13 14:49:00,559.7406,559.7905,559.6509,559.6908,88400.0
2024-09-13 14:48:00,559.8802,559.8802,559.6908,559.7506,52918.0
2024-09-13 14:47:00,560.0297,560.0297,559.8004,559.8602,45673.0
2024-09-13 14:46:00,560.0582,560.0582,559.8303,560.0198,47314.0
2024-09-13 14:45:00,559.7611,560.0497,559.7506,560.0497,115795.0
2024-09-13 14:44:00,559.6409,559.7705,559.621,559.7506,41840.0
2024-09-13 14:43:00,560.1095,560.1194,559.5213,559.611,71209.0
2024-09-13 14:42:00,559.8204,560.1494,559.7805,560.0995,143209.0
2024-09-13 14:41:00,559.5911,559.8303,559.5612,559.8054,68848.0
2024-09-13 14:40:00,559.621,559.6509,559.5213,559.5911,30520.0
2024-09-13 14:39:00,559.621,559.7406,559.5612,559.611,33408.0
2024-09-13 14:38:00,559.5717,559.7306,559.5717,559.6559,66953.0
2024-09-13 14:37:00,559.5911,559.6509,559.4615,559.5711,32008.0
2024-09-13 14:36:00,559.5612,559.6908,559.5512,559.601,15781.0
2024-09-13 14:35:00,559.6409,559.6908,559.5512,559.5711,22265.0
2024-09-13 14:34:00,559.6509,559.7007,559.601,559.621,35027.0
2024-09-13 14:33:00,559.621,559.7007,559.4914,559.6708,38096.0
2024-09-13 14:32:00,559.5412,559.6609,559.5263,559.6508,44437.0
2024-09-13 14:31:00,559.6409,559.6908,559.4116,559.5412,75509.0
2024-09-13 14:30:00,559.6908,559.7207,559.4715,559.6309,78362.0
2024-09-13 14:29:00,559.7306,559.8503,559.6509,559.6907,47965.0
2024-09-13 14:28:00,559.6509,559.7605,559.6409,559.7306,49865.0
2024-09-13 14:27:00,559.8104,559.9101,559.5512,559.6608,54757.0
2024-09-13 14:26:00,559.611,559.95,559.5711,559.8253,109025.0
2024-09-13 14:25:00,559.8004,559.95,559.5512,559.5866,161824.0
2024-09-13 14:24:00,560.2291,560.4086,559.8303,559.8303,119565.0
